specSHA256	specBlob	candidateLedgerSHA256	candidateRowRoot	unitStartLine	unitID	baselineRequirementID	replacementRequirementID	currentAssertionByteSpans	currentAssertionText	replacementAssertionByteSpans	replacementAssertionText	currentSharedContextByteSpans	currentSharedContextText	sharedContextByteSpans	sharedContextText	currentDisposition	disposition	currentSourceIDs	sourceIDs	currentSourceClass	sourceClass	currentTargetTuple	targetTuple	resolution	reason
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	700	QUN-6dc6bb044e4eafa9d6c71f68	QRS-b2c719e8367645e6fdaad5e2	QRS-61147684774fd0b964bd0a5f	38544:38585	Only that newly current head may execute;	38544:38585	Only that newly current head may execute;	-	-	38282:38543	A rollback must\nuse the unchanged incumbent install ABI to create a new successor generation,\nrevalidate current consent/deletion/revocation/erasure-key/retention/K4/\n`ContinuationPolicy`/epoch state, and win one new K3 CAS with a new canonical\ninstall receipt.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable|artifact.mesh@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASArtifactMeshCore.swift@BASArtifactMeshCore@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable|artifact.mesh@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASArtifactMeshCore.swift@BASArtifactMeshCore@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	REPLACE_EXACT_ATOM	ROLLBACK_SUCCESSOR
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	700	QUN-6dc6bb044e4eafa9d6c71f68	QRS-efa0c5bb3d38f4bd80daf366	QRS-6b7dd20dc74bae7092652fb0	38117:38164	may run only after all\ncurrent gates revalidate	38117:38164	may run only after all\ncurrent gates revalidate	38033:38067	Before the new install CAS\ncommits	38033:38083	Before the new install CAS\ncommits, the prior head	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable|runtime.semantic-executor@W6@-@BehavioralAISubstrate/Sources/BASHostKit/BASTurnRuntimeEngine.swift@BASTurnRuntimeEngine@-@nonExecutable	state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable|runtime.semantic-executor@W6@-@BehavioralAISubstrate/Sources/BASHostKit/BASTurnRuntimeEngine.swift@BASTurnRuntimeEngine@-@nonExecutable	REPLACE_EXACT_ATOM	PRIOR_HEAD_CONDITION
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	716	QUN-64437f4cc9c4b77140874f89	QRS-7b11d27473067a0325bac1c8	QRS-c0be10fa02b7275d8cdde046	38736:38908	From the exact two\n   Artifact coordinates bound by that incumbent receipt, separately reopen the\n   current `BASContinuationCheckpointRef` and current continuity manifest.	38736:38908	From the exact two\n   Artifact coordinates bound by that incumbent receipt, separately reopen the\n   current `BASContinuationCheckpointRef` and current continuity manifest.	-	-	38678:38735	Reopen the active K3 head and byte-equal install receipt.	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable|artifact.mesh@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASArtifactMeshCore.swift@BASArtifactMeshCore@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable|artifact.mesh@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASArtifactMeshCore.swift@BASArtifactMeshCore@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	REPLACE_EXACT_ATOM	INCUMBENT_INSTALL_RECEIPT
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	737	QUN-27667a4f16c0596f75ed97ca	QRS-cc9137918c75b2019442a128	QRS-42e546e9e8c465aa6032c83f	40225:40249	never blind-resend them.	40225:40249	never blind-resend them.	40145:40202	Query/reconcile possibly started operations under their o	40145:40221	Query/reconcile possibly started operations under their original identities;	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	runtime.semantic-executor@W6@-@BehavioralAISubstrate/Sources/BASHostKit/BASTurnRuntimeEngine.swift@BASTurnRuntimeEngine@-@nonExecutable|provider.package-boundary@W4@-@BehavioralAISubstrate/Sources/BASRuntimeCore/ProviderExecutionCore.swift@ProviderExecutionCore@-@nonExecutable	runtime.semantic-executor@W6@-@BehavioralAISubstrate/Sources/BASHostKit/BASTurnRuntimeEngine.swift@BASTurnRuntimeEngine@-@nonExecutable|provider.package-boundary@W4@-@BehavioralAISubstrate/Sources/BASRuntimeCore/ProviderExecutionCore.swift@ProviderExecutionCore@-@nonExecutable	REPLACE_EXACT_ATOM	BOUNDARY_QUERY_RECONCILE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	739	QUN-bd444da7fee0d49c71853f44	QRS-37c7284c6eb33eabbc9588ac	QRS-11480ecb62b0c10d7ff7f9a5	40515:40550	otherwise return typed unavailable.	40525:40550	return typed unavailable.	-	-	40253:40524	On corruption or missing required state, an older generation may be reopened\n   read-only for diagnosis. To execute it, construct a new successor install\n   request through the incumbent ABI, revalidate the complete A3 gate set, and\n   win the sole-head K3 CAS; otherwise	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable|artifact.mesh@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASArtifactMeshCore.swift@BASArtifactMeshCore@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable|artifact.mesh@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASArtifactMeshCore.swift@BASArtifactMeshCore@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	739	QUN-bd444da7fee0d49c71853f44	QRS-a01c7a4cc5c37918a729f41d	QRS-7db57d1dd2f8365c4e7fb840	40445:40480	revalidate the complete A3 gate set	40445:40480	revalidate the complete A3 gate set	40358:40371	To execute it	40253:40371	On corruption or missing required state, an older generation may be reopened\n   read-only for diagnosis. To execute it	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable|state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	REPLACE_EXACT_ATOM	OLDER_GENERATION_EXECUTION
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	739	QUN-bd444da7fee0d49c71853f44	QRS-dadc335af739c6f69d775581	QRS-0f23450536ae6fd8091345a1	40489:40513	win the sole-head K3 CAS	40489:40513	win the sole-head K3 CAS	40358:40371	To execute it	40253:40371	On corruption or missing required state, an older generation may be reopened\n   read-only for diagnosis. To execute it	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	state.k3-control-nucleus@W2@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSQLiteEventLogStorage.swift@BASSQLiteEventLogStorage@-@nonExecutable	REPLACE_EXACT_ATOM	OLDER_GENERATION_EXECUTION
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	739	QUN-bd444da7fee0d49c71853f44	QRS-ed8d44e99d44a5ba6daaae42	QRS-243140b4f74cbe1fb1565910	40373:40443	construct a new successor install\n   request through the incumbent ABI	40373:40443	construct a new successor install\n   request through the incumbent ABI	40358:40371	To execute it	40253:40371	On corruption or missing required state, an older generation may be reopened\n   read-only for diagnosis. To execute it	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1|P0B-W2|P0B-W6|C08-CONTINUITY|C08-PERSIST|P0C-CKPTABI|P0C-INSTALL|P0C-RESUME	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	P0B-W1:repositoryCommitted:admittedControlled|P0B-W2:repositoryCommitted:admittedControlled|P0B-W6:repositoryCommitted:admittedControlled|C08-CONTINUITY:repositoryPrecommit:pendingA0|C08-PERSIST:repositoryPrecommit:pendingA0|P0C-CKPTABI:repositoryPrecommit:pendingProtectedIntake|P0C-INSTALL:repositoryPrecommit:pendingProtectedIntake|P0C-RESUME:repositoryPrecommit:pendingProtectedIntake	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable	state.snapshot-contracts@W1@-@BehavioralAISubstrate/Sources/BASRuntimeCore/BASSemanticStateLakeContracts.swift@BASSemanticStateLakeContracts@-@nonExecutable	REPLACE_EXACT_ATOM	OLDER_GENERATION_EXECUTION
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	747	QUN-bf8190115a6272506e39d912	QRS-20332a07dacf6c0c105f14b0	QRS-2bb1d36101c0385dbcebab8c	41031:41037	runner	41031:41037	runner	41013:41030	creates no second	40754:40756,41013:41030	W6 | creates no second	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W6|P0B-CERT|C08-LONGCHAIN|C08-FAILURE|C08-VERIFY|P0C-W6|P0C-ASSERT	P0B-W6|P0B-CERT|C08-LONGCHAIN|C08-FAILURE|C08-VERIFY|P0C-W6|P0C-ASSERT	P0B-W6:repositoryCommitted:admittedControlled|P0B-CERT:repositoryCommitted:admittedControlled|C08-LONGCHAIN:repositoryPrecommit:pendingA0|C08-FAILURE:repositoryPrecommit:pendingA0|C08-VERIFY:repositoryPrecommit:pendingA0|P0C-W6:repositoryPrecommit:pendingProtectedIntake|P0C-ASSERT:repositoryPrecommit:pendingProtectedIntake	P0B-W6:repositoryCommitted:admittedControlled|P0B-CERT:repositoryCommitted:admittedControlled|C08-LONGCHAIN:repositoryPrecommit:pendingA0|C08-FAILURE:repositoryPrecommit:pendingA0|C08-VERIFY:repositoryPrecommit:pendingA0|P0C-W6:repositoryPrecommit:pendingProtectedIntake|P0C-ASSERT:repositoryPrecommit:pendingProtectedIntake	runtime.replay-manifest@W6@-@BehavioralAISubstrate/Tests/BehavioralAISubstrateTests/BASEBrainTurnResultReplayHarnessTests.swift@A4.repeatedInterruptArchiveCompactionRestart@-@nonExecutable	runtime.replay-manifest@W6@-@BehavioralAISubstrate/Tests/BehavioralAISubstrateTests/BASEBrainTurnResultReplayHarnessTests.swift@A4.repeatedInterruptArchiveCompactionRestart@-@nonExecutable	REPLACE_EXACT_ATOM	W6_NO_SECOND_SUBJECT
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	747	QUN-bf8190115a6272506e39d912	QRS-3f6ed7d85dd11e66bbacd211	QRS-414102659b9353636d3ba27c	41404:41411	replace	41404:41411	replace	41392:41403,41422:41444	it does not | a predecessor selector	41095:41101,41395:41403,41422:41444	Task 2 | does not | a predecessor selector	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W6|P0B-CERT|C08-LONGCHAIN|C08-FAILURE|C08-VERIFY|P0C-W6|P0C-ASSERT	P0B-W6|P0B-CERT|C08-LONGCHAIN|C08-FAILURE|C08-VERIFY|P0C-W6|P0C-ASSERT	P0B-W6:repositoryCommitted:admittedControlled|P0B-CERT:repositoryCommitted:admittedControlled|C08-LONGCHAIN:repositoryPrecommit:pendingA0|C08-FAILURE:repositoryPrecommit:pendingA0|C08-VERIFY:repositoryPrecommit:pendingA0|P0C-W6:repositoryPrecommit:pendingProtectedIntake|P0C-ASSERT:repositoryPrecommit:pendingProtectedIntake	P0B-W6:repositoryCommitted:admittedControlled|P0B-CERT:repositoryCommitted:admittedControlled|C08-LONGCHAIN:repositoryPrecommit:pendingA0|C08-FAILURE:repositoryPrecommit:pendingA0|C08-VERIFY:repositoryPrecommit:pendingA0|P0C-W6:repositoryPrecommit:pendingProtectedIntake|P0C-ASSERT:repositoryPrecommit:pendingProtectedIntake	runtime.replay-manifest@W6@-@BehavioralAISubstrate/Tests/BehavioralAISubstrateTests/BASEBrainTurnResultReplayHarnessTests.swift@A4.repeatedInterruptArchiveCompactionRestart@-@nonExecutable	runtime.replay-manifest@W6@-@BehavioralAISubstrate/Tests/BehavioralAISubstrateTests/BASEBrainTurnResultReplayHarnessTests.swift@A4.repeatedInterruptArchiveCompactionRestart@-@nonExecutable	REPLACE_EXACT_ATOM	TASK2_SELECTOR_SUBJECT
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	747	QUN-bf8190115a6272506e39d912	QRS-5894cf29c1de12c7681aed59	QRS-2d21a6a2a432b65af4d34925	41075:41093	recovery authority	41075:41093	recovery authority	41013:41030	creates no second	40754:40756,41013:41030	W6 | creates no second	projectionOfControlledRequirement	projectionOfControlledRequirement	P0B-W6|P0B-CERT|C08-LONGCHAIN|C08-FAILURE|C08-VERIFY|P0C-W6|P0C-ASSERT	P0B-W6|P0B-CERT|C08-LONGCHAIN|C08-FAILURE|C08-VERIFY|P0C-W6|P0C-ASSERT	P0B-W6:repositoryCommitted:admittedControlled|P0B-CERT:repositoryCommitted:admittedControlled|C08-LONGCHAIN:repositoryPrecommit:pendingA0|C08-FAILURE:repositoryPrecommit:pendingA0|C08-VERIFY:repositoryPrecommit:pendingA0|P0C-W6:repositoryPrecommit:pendingProtectedIntake|P0C-ASSERT:repositoryPrecommit:pendingProtectedIntake	P0B-W6:repositoryCommitted:admittedControlled|P0B-CERT:repositoryCommitted:admittedControlled|C08-LONGCHAIN:repositoryPrecommit:pendingA0|C08-FAILURE:repositoryPrecommit:pendingA0|C08-VERIFY:repositoryPrecommit:pendingA0|P0C-W6:repositoryPrecommit:pendingProtectedIntake|P0C-ASSERT:repositoryPrecommit:pendingProtectedIntake	runtime.replay-manifest@W6@-@BehavioralAISubstrate/Tests/BehavioralAISubstrateTests/BASEBrainTurnResultReplayHarnessTests.swift@A4.repeatedInterruptArchiveCompactionRestart@-@nonExecutable|runtime.semantic-executor@W6@-@BehavioralAISubstrate/Sources/BASHostKit/BASTurnRuntimeEngine.swift@BASTurnRuntimeEngine@-@nonExecutable	runtime.replay-manifest@W6@-@BehavioralAISubstrate/Tests/BehavioralAISubstrateTests/BASEBrainTurnResultReplayHarnessTests.swift@A4.repeatedInterruptArchiveCompactionRestart@-@nonExecutable|runtime.semantic-executor@W6@-@BehavioralAISubstrate/Sources/BASHostKit/BASTurnRuntimeEngine.swift@BASTurnRuntimeEngine@-@nonExecutable	REPLACE_EXACT_ATOM	W6_NO_SECOND_SUBJECT
