specSHA256	specBlob	semanticManifestSHA256	semanticCandidateLedgerSHA256	semanticCandidateRowRoot	unitStartLine	unitID	requirementID	semanticBaselineRequirementID	stage	currentDisposition	disposition	currentExecutionState	executionState	currentSourceIDs	sourceIDs	currentSourceClass	sourceClass	currentTargetTuple	targetTuple	resolution	reason
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	859	QUN-885f4d6d63d2aa4ee8099db5	QRS-22085ebddb85117ebfdfe9f9	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-LOC|FDS2-FOR|FDS2-DRAFT|FDS2-SESS|FDS2-WORK|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|FDS2-SESS:repositoryCommitted:forensicEvidenceOnly|FDS2-WORK:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R0.freezeNormalize@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R0.freezeNormalize@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	859	QUN-885f4d6d63d2aa4ee8099db5	QRS-c4f59d00629aa3515b2addf3	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-FOR	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-LOC|FDS2-FOR|FDS2-DRAFT|FDS2-SESS|FDS2-WORK|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|FDS2-SESS:repositoryCommitted:forensicEvidenceOnly|FDS2-WORK:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R0.freezeNormalize@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R0.freezeNormalize@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	861	QUN-3275f0e45918ff581eb32ecc	QRS-0cba66a2a5033fdce121d564	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-LOC	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-LOC|FDS2-FOR|FDS2-DRAFT|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R0.freezeNormalize@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R0.freezeNormalize@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	869	QUN-bae4eebedeaf8861cf2c1796	QRS-9d4d69eb2952d553f4ca0cd9	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-LOC|FDS2-FOR	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-LOC|FDS2-FOR|FDS2-DRAFT|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	874	QUN-601a29b3e5b536c40a47e402	QRS-58ca90baa7b0626a05412534	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-LOC|FDS2-FOR|FDS2-DRAFT|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	875	QUN-65c059c1b8d5a034fbe10fd0	QRS-68db2318507648e2421e15fd	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-LOC|FDS2-FOR|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	877	QUN-1431dac19c6593931a0b82ac	QRS-b6fee4c181f45e2b6f28e466	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-LOC|FDS2-FOR|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	879	QUN-c02f57c8258cdff260c7159c	QRS-a242ef8c10dd714a373a8574	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-FOR|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	884	QUN-6cb5663538c0d0dd5519dc8b	QRS-5d46b6442121a0d60964740e	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-FOR|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	884	QUN-6cb5663538c0d0dd5519dc8b	QRS-6ace6544d5a17a0286c818c4	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-FOR|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	888	QUN-0f298bc9980acda037503e42	QRS-9010428455e9f854c1177ac1	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|STD	STD|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|STD:scanRecord:externalObservedOnly	STD:scanRecord:externalObservedOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	888	QUN-0f298bc9980acda037503e42	QRS-e5e2ad6eb4e571de0c9c3059	QRS-dc6fe941d6dbb5e19f8e2f4c	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|STD|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|STD:scanRecord:externalObservedOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	892	QUN-7d18c11b6c808213e9887de5	QRS-3639a39b8c9cad2081fef50c	QRS-e275d2957470de5f8fb96414	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS2|FDS2-IDX|FDS2-FOR|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS2:scanRecord:externalObservedOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	892	QUN-7d18c11b6c808213e9887de5	QRS-78728e3d4adb4f553c110260	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS2|FDS2-FOR|FDS2-DRAFT|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS2:scanRecord:externalObservedOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	892	QUN-7d18c11b6c808213e9887de5	QRS-9a276d78f750a1b7b5ac4451	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS2|FDS2-FOR|FDS2-DRAFT|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS2:scanRecord:externalObservedOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R1.validateCurrentReality@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
