schemaVersion	recordType	subjectID	unitID	requirementID	childID	unitClass	anchorKind	specPath	specBlob	specByteLength	specLineCount	specSHA256	headingPath	anchorLocator	unitStartByte	unitEndByteExclusive	unitStartLine	unitEndLine	unitSpanSHA256	unitSemanticSHA256	requirementSemanticSHA256	disposition	executionState	clauseCount	clauseRoot	sourceBindingCount	sourceBindingRoot	targetBindingCount	targetBindingRoot	bindingOrdinal	clauseOrdinal	clauseRole	clauseStartByte	clauseEndByteExclusive	clauseSHA256	clauseCommitment	sourceID	sourceKind	sourcePath	sourceLocator	sourceRevision	sourceCommit	sourceTree	sourceBlob	sourceByteLength	sourceSHA256	admissionState	scanNumber	scanKind	scanID	scanTargetRevision	scanOfficialState	canonicalArtifactState	targetOrdinal	governedOwner	governedWave	nonProductionClass	selectorPath	selectorID	pendingGateID	targetCommitment	sourceBindingCommitment	rowCommitment
1	SOURCE	QRS-8cbc0a70d5125acc2621dc4b	QUN-064aa6418178b2b1c8cbf8f8	QRS-8cbc0a70d5125acc2621dc4b	QSC-df5da761eee7867fbeccef65	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	C08-VERIFY	repositoryPrecommit	docs/superpowers/specs/2026-08-10-qinao-global-invariant-firewall-and-recovery-design.md	lines:3397-3664	gitblob:887c23a28fb9098d86d252aa8b6dc9153380738b	-	-	887c23a28fb9098d86d252aa8b6dc9153380738b	233726	4eb06cde16e0cf5985c7272147ced9274dd83648a098772c8b5a06f7b3ebeab6	pendingA0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	df5da761eee7867fbeccef6523e3b4b89c7519a9a7c483bd4c0a90f238cddab4	80a31eb64fa73da254866cc15c9744c513a92c621f1022b3d32599e26bfef7bf
1	SOURCE	QRS-8cbc0a70d5125acc2621dc4b	QUN-064aa6418178b2b1c8cbf8f8	QRS-8cbc0a70d5125acc2621dc4b	QSC-7a56de121739dfe4d3d28a38	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	P0C-W6	repositoryPrecommit	docs/superpowers/plans/2026-07-29-qinao-dual-space-automation-controlled-convergence.md	lines:23684-23770	gitblob:3c32def5329705fa193150f3bbb74332d759ba2c	-	-	3c32def5329705fa193150f3bbb74332d759ba2c	1417949	fc17dc82afb4e2fbd1f8c4a6854afae090045ada3ae45184c82ec959584e3e10	pendingProtectedIntake	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7a56de121739dfe4d3d28a38a2e341d9ee4069a3ae9ddd4e2ba4c8d0bf7cfc35	ceec570d242571ba05125da6378f3c95386c1305d4c19941001c025e20802037
1	SOURCE	QRS-8cbc0a70d5125acc2621dc4b	QUN-064aa6418178b2b1c8cbf8f8	QRS-8cbc0a70d5125acc2621dc4b	QSC-71b45a451a5067e24cf03951	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	P0C-ASSERT	repositoryPrecommit	docs/superpowers/plans/2026-07-29-qinao-dual-space-automation-controlled-convergence.md	lines:24430-24570	gitblob:3c32def5329705fa193150f3bbb74332d759ba2c	-	-	3c32def5329705fa193150f3bbb74332d759ba2c	1417949	fc17dc82afb4e2fbd1f8c4a6854afae090045ada3ae45184c82ec959584e3e10	pendingProtectedIntake	-	-	-	-	-	-	-	-	-	-	-	-	-	-	71b45a451a5067e24cf03951fefbd16b595012b94ba5bdb5c51c23bc5518b27f	42edb1bc93ddc3569190a81cf08cb4076cbb198104e0c03f01889232d6b2bdc6
1	SOURCE	QRS-90612c000b31f233f35b254c	QUN-064aa6418178b2b1c8cbf8f8	QRS-90612c000b31f233f35b254c	QSC-b7522cf8f7feebf0bf744851	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	P0B-W6	repositoryCommitted	docs/superpowers/plans/2026-07-29-qinao-dual-space-automation-controlled-convergence.md	lines:2923-3462	29d953a8ab7f1b8cfe83ae1f99c9ace620b2f895	29d953a8ab7f1b8cfe83ae1f99c9ace620b2f895	1f1efdf28bd31bb8fd5ec043e1f4f44fa11f6d01	7ba6ce066f44e02273f39e4de43fbe9573761c98	228471	8949a43b5e56cef601eb0983bb08f542500ce30f5a8dbc72a3bec0dd841bf550	admittedControlled	-	-	-	-	-	-	-	-	-	-	-	-	-	-	b7522cf8f7feebf0bf74485193cba00871de2b3e4c0172fb3bf2f59e801e51dd	646212639fa20f06ab981a7c58710bc4aba878f1cde07dec8e010c8a7f64560e
1	SOURCE	QRS-90612c000b31f233f35b254c	QUN-064aa6418178b2b1c8cbf8f8	QRS-90612c000b31f233f35b254c	QSC-071c7b08441561349fb7070a	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	P0B-CERT	repositoryCommitted	docs/superpowers/plans/2026-07-29-qinao-dual-space-automation-controlled-convergence.md	lines:3928-4208	29d953a8ab7f1b8cfe83ae1f99c9ace620b2f895	29d953a8ab7f1b8cfe83ae1f99c9ace620b2f895	1f1efdf28bd31bb8fd5ec043e1f4f44fa11f6d01	7ba6ce066f44e02273f39e4de43fbe9573761c98	228471	8949a43b5e56cef601eb0983bb08f542500ce30f5a8dbc72a3bec0dd841bf550	admittedControlled	-	-	-	-	-	-	-	-	-	-	-	-	-	-	071c7b08441561349fb7070a2a895ddeb50f4cae50fb3ac3fddf55d1ca7b2f07	9ab16e61569e0323eb27c9987caed0786aac0fb093f3ad85a5c23aa957eca6c7
1	SOURCE	QRS-90612c000b31f233f35b254c	QUN-064aa6418178b2b1c8cbf8f8	QRS-90612c000b31f233f35b254c	QSC-3cb0d77994b7b87f7f972120	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	C08-LONGCHAIN	repositoryPrecommit	docs/superpowers/specs/2026-08-10-qinao-global-invariant-firewall-and-recovery-design.md	lines:1553-1617	gitblob:887c23a28fb9098d86d252aa8b6dc9153380738b	-	-	887c23a28fb9098d86d252aa8b6dc9153380738b	233726	4eb06cde16e0cf5985c7272147ced9274dd83648a098772c8b5a06f7b3ebeab6	pendingA0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3cb0d77994b7b87f7f9721202fd9ea336d00d8960e5611a55dc1adb8e5eb08f6	7151a21360de8e1fb9e701ddad44ad5c86add00e2f391e1430a36ee575b18808
1	SOURCE	QRS-90612c000b31f233f35b254c	QUN-064aa6418178b2b1c8cbf8f8	QRS-90612c000b31f233f35b254c	QSC-c94721c96b290c9419e4e04e	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	C08-FAILURE	repositoryPrecommit	docs/superpowers/specs/2026-08-10-qinao-global-invariant-firewall-and-recovery-design.md	lines:3369-3395	gitblob:887c23a28fb9098d86d252aa8b6dc9153380738b	-	-	887c23a28fb9098d86d252aa8b6dc9153380738b	233726	4eb06cde16e0cf5985c7272147ced9274dd83648a098772c8b5a06f7b3ebeab6	pendingA0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	c94721c96b290c9419e4e04ed155a2b6f9697dc2ac713fd0864eef242c663767	7983d85365ba1f08ee8202568cbcdbb1c20b02106e40d3a4dd70768d916238f8
1	SOURCE	QRS-90612c000b31f233f35b254c	QUN-064aa6418178b2b1c8cbf8f8	QRS-90612c000b31f233f35b254c	QSC-c7f5c25ae1f61079ffe6b113	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	C08-VERIFY	repositoryPrecommit	docs/superpowers/specs/2026-08-10-qinao-global-invariant-firewall-and-recovery-design.md	lines:3397-3664	gitblob:887c23a28fb9098d86d252aa8b6dc9153380738b	-	-	887c23a28fb9098d86d252aa8b6dc9153380738b	233726	4eb06cde16e0cf5985c7272147ced9274dd83648a098772c8b5a06f7b3ebeab6	pendingA0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	c7f5c25ae1f61079ffe6b11386f0976ad51faada5519de2bf5b5fe19a819f39e	897e42fb0ab6feac31f7c424e162788fa8ef30ab5cc929d03922ad2c93105dc2
1	SOURCE	QRS-90612c000b31f233f35b254c	QUN-064aa6418178b2b1c8cbf8f8	QRS-90612c000b31f233f35b254c	QSC-cec1f44aa7e910407f25bc63	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	P0C-W6	repositoryPrecommit	docs/superpowers/plans/2026-07-29-qinao-dual-space-automation-controlled-convergence.md	lines:23684-23770	gitblob:3c32def5329705fa193150f3bbb74332d759ba2c	-	-	3c32def5329705fa193150f3bbb74332d759ba2c	1417949	fc17dc82afb4e2fbd1f8c4a6854afae090045ada3ae45184c82ec959584e3e10	pendingProtectedIntake	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cec1f44aa7e910407f25bc637d4edc80f0f1b94b2cb7d7521ae1a066ea69ffcb	968bc9cf517e59129eda74871c2e39b942e80aa7638abe339cd488dfaafa1acb
1	SOURCE	QRS-90612c000b31f233f35b254c	QUN-064aa6418178b2b1c8cbf8f8	QRS-90612c000b31f233f35b254c	QSC-3ad2bfd3bb5ff3da5333a7eb	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	P0C-ASSERT	repositoryPrecommit	docs/superpowers/plans/2026-07-29-qinao-dual-space-automation-controlled-convergence.md	lines:24430-24570	gitblob:3c32def5329705fa193150f3bbb74332d759ba2c	-	-	3c32def5329705fa193150f3bbb74332d759ba2c	1417949	fc17dc82afb4e2fbd1f8c4a6854afae090045ada3ae45184c82ec959584e3e10	pendingProtectedIntake	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3ad2bfd3bb5ff3da5333a7eb6ecbadb62a9e3f1d75833e6fc8b9f60188d976e4	56d71380a6d831e61c1504ab247ee90584a55d0ce13d750c3ca7bbd89d4b723f
1	SOURCE	QRS-a3487e3dedc44ff7d344bada	QUN-064aa6418178b2b1c8cbf8f8	QRS-a3487e3dedc44ff7d344bada	QSC-a3b1e6406735788c15efe998	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	P0B-W6	repositoryCommitted	docs/superpowers/plans/2026-07-29-qinao-dual-space-automation-controlled-convergence.md	lines:2923-3462	29d953a8ab7f1b8cfe83ae1f99c9ace620b2f895	29d953a8ab7f1b8cfe83ae1f99c9ace620b2f895	1f1efdf28bd31bb8fd5ec043e1f4f44fa11f6d01	7ba6ce066f44e02273f39e4de43fbe9573761c98	228471	8949a43b5e56cef601eb0983bb08f542500ce30f5a8dbc72a3bec0dd841bf550	admittedControlled	-	-	-	-	-	-	-	-	-	-	-	-	-	-	a3b1e6406735788c15efe9982f4106c0356854a893817781cc7c9f3cb2a4d75e	5ecafbd5ac11ca81deb7cb424f1745ceffa175afe2f69d335b10da249f592dc2
1	SOURCE	QRS-a3487e3dedc44ff7d344bada	QUN-064aa6418178b2b1c8cbf8f8	QRS-a3487e3dedc44ff7d344bada	QSC-f97d0d6f36bf3894e770b5f2	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	P0B-CERT	repositoryCommitted	docs/superpowers/plans/2026-07-29-qinao-dual-space-automation-controlled-convergence.md	lines:3928-4208	29d953a8ab7f1b8cfe83ae1f99c9ace620b2f895	29d953a8ab7f1b8cfe83ae1f99c9ace620b2f895	1f1efdf28bd31bb8fd5ec043e1f4f44fa11f6d01	7ba6ce066f44e02273f39e4de43fbe9573761c98	228471	8949a43b5e56cef601eb0983bb08f542500ce30f5a8dbc72a3bec0dd841bf550	admittedControlled	-	-	-	-	-	-	-	-	-	-	-	-	-	-	f97d0d6f36bf3894e770b5f2523f43daf4523c8a3396ac9b78ac5dc2507e007b	ff059a56a227cf4538c7d4dbc2875a046267b3720fb2904c91de430b14da2b58
1	SOURCE	QRS-a3487e3dedc44ff7d344bada	QUN-064aa6418178b2b1c8cbf8f8	QRS-a3487e3dedc44ff7d344bada	QSC-cc6a9088ef354d00e7674076	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	C08-LONGCHAIN	repositoryPrecommit	docs/superpowers/specs/2026-08-10-qinao-global-invariant-firewall-and-recovery-design.md	lines:1553-1617	gitblob:887c23a28fb9098d86d252aa8b6dc9153380738b	-	-	887c23a28fb9098d86d252aa8b6dc9153380738b	233726	4eb06cde16e0cf5985c7272147ced9274dd83648a098772c8b5a06f7b3ebeab6	pendingA0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cc6a9088ef354d00e767407699a3a56d6154cb569a4b463979cf4998af2ba9d4	5debe800c039dc09eb555e645147bef194f9ad4d92eea5a3224c4357a781c173
1	SOURCE	QRS-a3487e3dedc44ff7d344bada	QUN-064aa6418178b2b1c8cbf8f8	QRS-a3487e3dedc44ff7d344bada	QSC-c5d3aac42f76c08604671b54	normativeBearing	listLeader	docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md	84346d35c8f366dca792f0c2e9fdbfb5161dc584	92869	1556	d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573	qinao-unit-locator/v1:qhp1:0000000301000000000000003451696e616f205265636f76657279205370696e6520412b20616e642044656570205363616e20436c6f737572652044657369676e020000000000000038413420e280942043726173682c207265706c61792c20616e6420676c6f62616c2d696e76617269616e742063657274696669636174696f6e03000000000000000d4661756c7420636c6173736573:listLeader:3	42335	42408	778	778	22a8f6ef84e3ba27847f7000fffe4610a711e3d6ed6e2c60194bd8700b2ca6da	064aa6418178b2b1c8cbf8f8d30a1fdc570b013ee8ec79325af1709dec819b6f	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	C08-FAILURE	repositoryPrecommit	docs/superpowers/specs/2026-08-10-qinao-global-invariant-firewall-and-recovery-design.md	lines:3369-3395	gitblob:887c23a28fb9098d86d252aa8b6dc9153380738b	-	-	887c23a28fb9098d86d252aa8b6dc9153380738b	233726	4eb06cde16e0cf5985c7272147ced9274dd83648a098772c8b5a06f7b3ebeab6	pendingA0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	c5d3aac42f76c08604671b547455bb5ccdb9f5930bd4a64a401e9c21ff052002	b45ee6bd35937dfcf0e0d55cccf42cf339f41bac9748503beb44a772d08e7410
